2012,7,19,0,0,19.69,53,0,0
2012,7,19,1,0,20.52,44,2.1,0
2012,7,19,2,0,20.74,46,8.1,0
2012,7,19,3,0,19,57,12,0
2012,7,19,4,0,18.27,56,15,0
2012,7,19,5,0,17.69,58,41,0
2012,7,19,6,0,16.85,68,10,0
2012,7,19,7,0,16.9,72,5.7,69.42
2012,7,19,8,0,19.48,79,1.5,220.72
2012,7,19,9,0,20.73,74,0.6,368.46
2012,7,19,10,0,21.24,69,10,499.29
2012,7,19,11,0,21.58,63,28,623
2012,7,19,12,0,21.87,57,12,741.37
2012,7,19,13,0,22.16,61,58,775.19
2012,7,19,14,0,21.33,67,94,778.75
2012,7,19,15,0,21.75,65,100,777.86
2012,7,19,16,0,21.78,64,100,691.53
2012,7,19,17,0,21.91,62,85,630.12
2012,7,19,18,0,21.01,62,100,366.68
2012,7,19,19,0,20.25,66,100,110.36
2012,7,19,20,0,19.99,69,100,105.91
2012,7,19,21,0,19.29,71,100,56.96
2012,7,19,22,0,18.58,71,30,1.78
2012,7,19,23,0,17.74,73,8.7,0
2012,7,20,0,0,17.04,73,7.8,0
2012,7,20,1,0,16.76,70,2,0
2012,7,20,2,0,15.9,74,100,0
2012,7,20,3,0,14.7,80,100,0
2012,7,20,4,0,14.33,81,90,0
2012,7,20,5,0,14.69,78,100,0
2012,7,20,6,0,14.73,95,100,0
2012,7,20,7,0,14.87,94,63,56.96
2012,7,20,8,0,15.83,92,100,149.52
2012,7,20,9,0,16.85,88,100,362.23
2012,7,20,10,0,17.83,84,100,407.62
2012,7,20,11,0,18.46,78,100,372.91
2012,7,20,12,0,18.28,74,100,197.58
2012,7,20,13,0,17.79,77,100,117.48
2012,7,20,14,0,17.75,76,100,122.82
2012,7,20,15,0,17.55,78,100,145.96
2012,7,20,16,0,16.41,85,100,108.58
2012,7,20,17,0,15.9,89,100,123.71
2012,7,20,18,0,15.82,93,100,119.26
2012,7,20,19,0,15.46,94,100,53.4
2012,7,20,20,0,14.73,94,100,21.36
2012,7,20,21,0,14.48,95,100,15.13
2012,7,20,22,0,14.35,95,100,0.89
2012,7,20,23,0,14.25,94,100,0
2012,7,21,0,0,14.09,95,86,0
2012,7,21,1,0,13.79,95,100,0
2012,7,21,2,0,13.67,95,100,0
2012,7,21,3,0,13.59,95,100,0
2012,7,21,4,0,13.31,94,100,0
2012,7,21,5,0,13.13,94,100,0
2012,7,21,6,0,12.06,96,100,0
2012,7,21,7,0,12.32,95,100,28.48
2012,7,21,8,0,13.1,92,100,95.23
2012,7,21,9,0,13.89,92,100,155.75
2012,7,21,10,0,15,86,100,221.61
2012,7,21,11,0,15.47,77,100,289.25
2012,7,21,12,0,16.78,73,100,660.38
2012,7,21,13,0,17.21,72,4,810.79
2012,7,21,14,0,17.89,67,100,830.37
2012,7,21,15,0,17.51,67,100,584.73
2012,7,21,16,0,17.25,67,57,243.86
2012,7,21,17,0,17.35,67,51,267.89
2012,7,21,18,0,17.44,67,58,415.63
2012,7,21,19,0,17.43,65,100,391.6
2012,7,21,20,0,16.93,66,5,240.3
2012,7,21,21,0,15.51,74,2,94.34
2012,7,21,22,0,13.86,81,0,1.78
2012,7,21,23,0,12.3,87,0,0
2012,7,22,0,0,11.33,92,100,0
2012,7,22,1,0,11.29,93,100,0
2012,7,22,2,0,11.46,91,100,0
2012,7,22,3,0,11.52,90,100,0
2012,7,22,4,0,11.39,90,100,0
2012,7,22,5,0,11.31,90,100,0
2012,7,22,6,0,9.22,96,100,0
2012,7,22,7,0,9.42,94,100,40.94
2012,7,22,8,0,10.02,93,100,137.06
2012,7,22,9,0,10.69,92,100,250.09
2012,7,22,10,0,11.58,91,100,422.75
2012,7,22,11,0,12.87,90,100,605.2
2012,7,22,12,0,15.93,83,10,733.36
2012,7,22,13,0,18.36,64,15.9,742.26
2012,7,22,14,0,19.65,53,10,796.55
2012,7,22,15,0,20.14,50,10,787.65
2012,7,22,16,0,20.48,47,10,744.04
2012,7,22,17,0,20.57,47,10,648.81
2012,7,22,18,0,20.33,48,10,528.66
2012,7,22,19,0,19.82,50,10,390.71
2012,7,22,20,0,19.07,55,0.9,250.98
2012,7,22,21,0,17.61,63,0,91.67
2012,7,22,22,0,15.6,72,0,0.89
2012,7,22,23,0,13.73,77,0,0
2012,7,23,0,0,12.45,79,0,0
2012,7,23,1,0,11.21,85,0,0
2012,7,23,2,0,10.04,89,0,0
2012,7,23,3,0,9.04,93,0.3,0
2012,7,23,4,0,8.38,94,100,0
2012,7,23,5,0,8.09,95,100,0
2012,7,23,6,0,9.29,96,100,0
2012,7,23,7,0,9.23,95,100,40.94
2012,7,23,8,0,9.48,95,100,145.07
2012,7,23,9,0,9.97,92,100,300.82
2012,7,23,10,0,12.19,86,0.6,472.59
2012,7,23,11,0,18.23,52,0,663.94
2012,7,23,12,0,19.33,51,0,768.96
2012,7,23,13,0,20.32,50,0,837.49
2012,7,23,14,0,21.35,51,0,862.41
2012,7,23,15,0,22.22,51,0,842.83
2012,7,23,16,0,22.83,50,0.3,778.75
2012,7,23,17,0,23.06,49,0,672.84
2012,7,23,18,0,22.61,53,0,550.02
2012,7,23,19,0,22.1,57,0,398.72
2012,7,23,20,0,21.21,60,0,238.52
2012,7,23,21,0,20.06,63,0,84.55
2012,7,23,22,0,19.43,60,0,0.89
2012,7,23,23,0,18.48,60,0,0
2012,7,24,0,0,16.68,66,0,0
2012,7,24,1,0,15.4,71,0,0
2012,7,24,2,0,15.11,73,0.6,0
2012,7,24,3,0,14.91,74,5.4,0
2012,7,24,4,0,12.88,84,0,0
2012,7,24,5,0,12.4,88,0.6,0
2012,7,24,6,0,12.15,97,6,0
2012,7,24,7,0,12.02,96,0,40.94
2012,7,24,8,0,13.56,94,0,179.78
2012,7,24,9,0,16.52,86,0,357.78
2012,7,24,10,0,18.14,82,0,509.97
2012,7,24,11,0,19.95,77,0,643.47
2012,7,24,12,0,21.52,75,0,745.82
2012,7,24,13,0,23.02,69,0,815.24
2012,7,24,14,0,24.39,59,0,841.94
2012,7,24,15,0,25.37,56,0,824.14
2012,7,24,16,0,25.92,56,0,764.51
2012,7,24,17,0,26.35,55,0,667.5
2012,7,24,18,0,26.51,55,0,542.01
2012,7,24,19,0,26.28,57,0,393.38
2012,7,24,20,0,25.81,57,0,234.96
2012,7,24,21,0,25.06,60,0,81.88
2012,7,24,22,0,23.82,65,0,0.89
2012,7,24,23,0,22.87,68,0,0
2012,7,25,0,0,22.17,69,0,0
2012,7,25,1,0,21.5,69,0,0
2012,7,25,2,0,20.76,71,0,0
2012,7,25,3,0,20.06,76,0,0
2012,7,25,4,0,19.47,79,0,0
2012,7,25,5,0,19.12,81,0,0
2012,7,25,6,0,18.97,94,0,0
2012,7,25,7,0,18.77,94,2,48.95
2012,7,25,8,0,19.04,94,28,204.7
2012,7,25,9,0,19.7,93,33,360.45
2012,7,25,10,0,21.11,89,0.9,506.41
2012,7,25,11,0,23.05,83,0,637.24
2012,7,25,12,0,24.84,72,0,741.37
2012,7,25,13,0,26.44,65,0,809.9
2012,7,25,14,0,27.6,58,0,835.71
2012,7,25,15,0,28.35,54,0,819.69
2012,7,25,16,0,28.81,49,0,760.95
2012,7,25,17,0,28.92,48,0,663.05
2012,7,25,18,0,28.67,49,10,520.65
2012,7,25,19,0,28.31,51,10,364.01
2012,7,25,20,0,27.23,57,0,221.61
2012,7,25,21,0,24.33,70,0,78.32
2012,7,25,22,0,22.05,80,0,0
2012,7,25,23,0,20.78,85,0,0
2012,7,26,0,0,19.98,86,0,0
2012,7,26,1,0,19.76,82,0,0
2012,7,26,2,0,19.57,80,0,0
2012,7,26,3,0,19.42,77,0,0
2012,7,26,4,0,18.83,76,0,0
2012,7,26,5,0,18.59,72,0,0
2012,7,26,6,0,18.37,75,0,0
2012,7,26,7,0,18.15,75,0,47.17
2012,7,26,8,0,18.45,82,0,194.91
2012,7,26,9,0,20.22,86,0,354.22
2012,7,26,10,0,23.3,72,0,506.41
2012,7,26,11,0,25.18,67,0,640.8
2012,7,26,12,0,26.71,60,0,744.93
2012,7,26,13,0,27.97,57,0,814.35
2012,7,26,14,0,29.17,51,0,841.94
2012,7,26,15,0,29.94,45,0,824.14
2012,7,26,16,0,30.32,44,0,763.62
2012,7,26,17,0,30.38,44,0,664.83
2012,7,26,18,0,30.21,45,0,536.67
2012,7,26,19,0,29.71,51,0,387.15
2012,7,26,20,0,28.89,62,0,228.73
2012,7,26,21,0,27.99,60,0,75.65
2012,7,26,22,0,26.72,65,0,0
2012,7,26,23,0,24.84,59,0,0
2012,7,27,0,0,23.81,50,0,0
2012,7,27,1,0,22.93,53,0,0
2012,7,27,2,0,22.37,56,0,0
2012,7,27,3,0,21.76,61,0,0
2012,7,27,4,0,21.21,66,0,0
2012,7,27,5,0,20.82,67,0,0
2012,7,27,6,0,21.19,62,0,0
2012,7,27,7,0,20.81,62,0,45.39
2012,7,27,8,0,20.72,70,0,192.24
2012,7,27,9,0,21.41,82,0,349.77
2012,7,27,10,0,23.86,84,0,501.07
2012,7,27,11,0,26.12,75,0,634.57
2012,7,27,12,0,28,63,0,737.81
2012,7,27,13,0,29.4,56,0,807.23
2012,7,27,14,0,30.48,49,0,833.93
2012,7,27,15,0,31.14,48,0,810.79
2012,7,27,16,0,31.58,47,0,752.94
2012,7,27,17,0,31.75,46,0,648.81
2012,7,27,18,0,31.5,48,10,502.85
2012,7,27,19,0,30.85,58,0,357.78
2012,7,27,20,0,30.07,68,0,222.5
2012,7,27,21,0,29.32,63,10,71.2
2012,7,27,22,0,28.81,61,10,0
2012,7,27,23,0,25.45,49,0,0
2012,7,28,0,0,22.86,63,30,0
2012,7,28,1,0,22.89,57,17.4,0
2012,7,28,2,0,21.85,63,0.6,0
2012,7,28,3,0,21.58,67,6.6,0
2012,7,28,4,0,19.6,76,5.4,0
2012,7,28,5,0,19.09,77,29.4,0
2012,7,28,6,0,20.6,80,100,0
2012,7,28,7,0,20.75,83,100,45.39
2012,7,28,8,0,21.22,84,22,154.86
2012,7,28,9,0,21.91,80,100,241.19
2012,7,28,10,0,22.86,74,100,243.86
2012,7,28,11,0,21.31,78,100,145.96
2012,7,28,12,0,21.31,79,100,178.89
2012,7,28,13,0,22.33,74,100,418.3
2012,7,28,14,0,22.25,73,100,341.76
2012,7,28,15,0,21.92,73,100,187.79
2012,7,28,16,0,21.76,76,100,182.45
2012,7,28,17,0,21.16,82,100,155.75
2012,7,28,18,0,21.79,78,10,466.36
2012,7,28,19,0,21.82,79,3.3,371.13
2012,7,28,20,0,21.02,86,8.4,234.96
2012,7,28,21,0,20.38,87,15,80.99
2012,7,28,22,0,20.62,82,92,0
2012,7,28,23,0,20.61,82,100,0
2012,7,29,0,0,19.97,86,100,0
2012,7,29,1,0,18.79,84,100,0
2012,7,29,2,0,18.22,87,100,0
2012,7,29,3,0,18.53,83,5,0
2012,7,29,4,0,18.62,80,67,0
2012,7,29,5,0,17.65,85,100,0
2012,7,29,6,0,17.49,89,100,0
2012,7,29,7,0,17.46,88,0,40.94
2012,7,29,8,0,17.96,88,0,184.23
2012,7,29,9,0,18.22,85,10,313.28
2012,7,29,10,0,17.9,84,10,427.2
2012,7,29,11,0,17.46,85,19,176.22
2012,7,29,12,0,18.4,80,100,585.62
2012,7,29,13,0,19.69,69,10,758.28
2012,7,29,14,0,20.65,61,71,808.12
2012,7,29,15,0,21.14,59,5.4,775.19
2012,7,29,16,0,21.44,59,10,711.11
2012,7,29,17,0,21.64,58,10,619.44
2012,7,29,18,0,21.62,56,10,504.63
2012,7,29,19,0,21.54,54,10,369.35
2012,7,29,20,0,20.68,58,34,222.5
2012,7,29,21,0,19.22,63,4,78.32
2012,7,29,22,0,18.37,67,100,0
2012,7,29,23,0,18.04,69,100,0
2012,7,30,0,0,17.95,67,61,0
2012,7,30,1,0,14.74,76,0,0
2012,7,30,2,0,13.15,82,0,0
2012,7,30,3,0,12.57,80,2.4,0
2012,7,30,4,0,12.27,76,2.4,0
2012,7,30,5,0,11.99,74,2.4,0
2012,7,30,6,0,14.7,82,22,0
2012,7,30,7,0,13.97,85,43,45.39
2012,7,30,8,0,14.98,87,25,195.8
2012,7,30,9,0,17.15,76,25,352.44
2012,7,30,10,0,18.09,73,24,499.29
2012,7,30,11,0,19.03,68,41,593.63
2012,7,30,12,0,19.93,62,10,686.19
2012,7,30,13,0,20.86,58,10,749.38
2012,7,30,14,0,21.7,55,2.7,795.66
2012,7,30,15,0,22.32,53,0,809.9
2012,7,30,16,0,22.63,50,3.6,744.93
2012,7,30,17,0,22.81,50,0.6,651.48
2012,7,30,18,0,22.81,50,19.8,529.55
2012,7,30,19,0,22.5,53,100,349.77
2012,7,30,20,0,21.82,61,100,175.33
2012,7,30,21,0,21.28,61,83,64.08
2012,7,30,22,0,19.72,69,75,0
2012,7,30,23,0,18.34,76,84,0
2012,7,31,0,0,18.45,75,100,0
2012,7,31,1,0,18.56,74,100,0
2012,7,31,2,0,18.48,72,100,0
2012,7,31,3,0,18.05,73,100,0
2012,7,31,4,0,17.41,74,6.9,0
2012,7,31,5,0,16.58,76,32,0
2012,7,31,6,0,15.05,89,7.8,0
2012,7,31,7,0,15.2,90,3.6,43.61
2012,7,31,8,0,15.68,88,63,192.24
2012,7,31,9,0,16.2,88,100,228.73
2012,7,31,10,0,17.15,85,100,250.09
2012,7,31,11,0,18.81,76,0,479.71
2012,7,31,12,0,20.64,71,0,730.69
2012,7,31,13,0,22.22,65,10,768.96
2012,7,31,14,0,23.3,60,10,773.41
2012,7,31,15,0,24.06,56,10,751.16
2012,7,31,16,0,24.39,55,10,699.54
2012,7,31,17,0,24.44,55,10,611.43
2012,7,31,18,0,24.36,56,4.2,512.64
2012,7,31,19,0,24.09,57,2.4,380.92
2012,7,31,20,0,23.7,57,0.6,226.95
2012,7,31,21,0,23.05,61,0,65.86
2012,7,31,22,0,22.45,63,0,0
2012,7,31,23,0,21.54,66,0,0
2012,8,1,0,0,20.2,72,0,0
2012,8,1,1,0,19.02,77,0,0
2012,8,1,2,0,18.25,81,0,0
2012,8,1,3,0,17.55,82,0,0
2012,8,1,4,0,16.71,84,0,0
2012,8,1,5,0,16.04,85,0,0
2012,8,1,6,0,17.26,76,0,0
2012,8,1,7,0,15.9,84,0,35.6
2012,8,1,8,0,17.28,83,0,179.78
2012,8,1,9,0,18.51,81,0,341.76
2012,8,1,10,0,20.63,76,0,497.51
2012,8,1,11,0,22.71,73,0,633.68
2012,8,1,12,0,24.46,67,0,738.7
2012,8,1,13,0,26.11,61,0,809.01
2012,8,1,14,0,27.4,56,0,835.71
2012,8,1,15,0,28.29,53,0,817.91
2012,8,1,16,0,28.99,50,0,753.83
2012,8,1,17,0,29.23,50,40,631.9
2012,8,1,18,0,28.98,50,100,444.11
2012,8,1,19,0,28.43,54,48,279.46
2012,8,1,20,0,27.67,61,67,220.72
2012,8,1,21,0,26.71,65,58,64.97
2012,8,1,22,0,24.34,73,0,0
2012,8,1,23,0,22.79,70,77,0
2012,8,2,0,0,23.94,54,10,0
2012,8,2,1,0,22.76,57,40,0
2012,8,2,2,0,22.61,65,0,0
2012,8,2,3,0,21.17,72,3,0
2012,8,2,4,0,20.55,76,33,0
2012,8,2,5,0,20.46,76,100,0
2012,8,2,6,0,18.99,86,10,0
2012,8,2,7,0,18.5,86,4.2,38.27
2012,8,2,8,0,19.2,87,100,185.12
2012,8,2,9,0,20.7,83,10.8,335.53
